"id","preprocessed_id","item_id","item_type","product_category","product_subcategory","make_brand","model","variant","color","size_capacity","configuration","release_year","price_band","market_segment","verified_purchase","purchase_channel","purchase_region","usage_duration_bucket","ownership_stage","disposition_1","disposition_2","disposition_3","disposition_4","disposition_5","raw_llm_response","created_at","sentiment"
"be86f155-c836-4e53-b3bf-f61f7440a513","161a0893-1009-4967-911f-2df03e8fea5f","AUTO-GEN-123","Review","EV","Two-Wheeler","Ather","450X","Gen 3","Space Grey","3.7 kWh","Performance Pack",2023,"1.5L-2.0L","Premium",True,"Direct Online","South","1-6 Months","Early Adopter","Battery Performance","Range Anxiety","Fast Charging","Software Update","Negative","{""item_id"": ""AUTO-GEN-123"", ""item_type"": ""Review"", ""product_category"": ""EV"", ""product_subcategory"": ""Two-Wheeler"", ""make_brand"": ""Ather"", ""model"": ""450X"", ""variant"": ""Gen 3"", ""color"": ""Space Grey"", ""size_capacity"": ""3.7 kWh"", ""configuration"": ""Performance Pack"", ""release_year"": 2023, ""price_band"": ""1.5L-2.0L"", ""market_segment"": ""Premium"", ""verified_purchase"": true, ""purchase_channel"": ""Direct Online"", ""purchase_region"": ""South"", ""usage_duration_bucket"": ""1-6 Months"", ""ownership_stage"": ""Early Adopter"", ""disposition_1"": ""Battery Performance"", ""disposition_2"": ""Range Anxiety"", ""disposition_3"": ""Fast Charging"", ""disposition_4"": ""Software Update"", ""disposition_5"": ""Negative""}","2026-01-29 05:04:41.368731",NULL
"94c6d4b5-2b86-4b25-b0a5-a6431d0a0490","9676dd59-a83e-41d2-95c9-258ea18d097b","AUTO-GEN-123","Review","EV","Two-Wheeler","Ather","450X","Gen 3","Space Grey","3.7 kWh","Performance Pack",2023,"1.5L-2.0L","Premium",True,"Direct Online","South","1-6 Months","Early Adopter","Battery Performance","Range Anxiety","Fast Charging","Software Update","Negative","{""item_id"": ""AUTO-GEN-123"", ""item_type"": ""Review"", ""product_category"": ""EV"", ""product_subcategory"": ""Two-Wheeler"", ""make_brand"": ""Ather"", ""model"": ""450X"", ""variant"": ""Gen 3"", ""color"": ""Space Grey"", ""size_capacity"": ""3.7 kWh"", ""configuration"": ""Performance Pack"", ""release_year"": 2023, ""price_band"": ""1.5L-2.0L"", ""market_segment"": ""Premium"", ""verified_purchase"": true, ""purchase_channel"": ""Direct Online"", ""purchase_region"": ""South"", ""usage_duration_bucket"": ""1-6 Months"", ""ownership_stage"": ""Early Adopter"", ""disposition_1"": ""Battery Performance"", ""disposition_2"": ""Range Anxiety"", ""disposition_3"": ""Fast Charging"", ""disposition_4"": ""Software Update"", ""disposition_5"": ""Negative""}","2026-01-29 05:04:41.53098",NULL
"5ed55918-cc95-42d9-8598-4c73a0ad9e68","b16dc4e8-9f63-4db2-a62a-3e53a63e3122","AUTO-GEN-123","Review","EV","Two-Wheeler","Ather","450X","Gen 3","Space Grey","3.7 kWh","Performance Pack",2023,"1.5L-2.0L","Premium",True,"Direct Online","South","1-6 Months","Early Adopter","Battery Performance","Range Anxiety","Fast Charging","Software Update","Negative","{""item_id"": ""AUTO-GEN-123"", ""item_type"": ""Review"", ""product_category"": ""EV"", ""product_subcategory"": ""Two-Wheeler"", ""make_brand"": ""Ather"", ""model"": ""450X"", ""variant"": ""Gen 3"", ""color"": ""Space Grey"", ""size_capacity"": ""3.7 kWh"", ""configuration"": ""Performance Pack"", ""release_year"": 2023, ""price_band"": ""1.5L-2.0L"", ""market_segment"": ""Premium"", ""verified_purchase"": true, ""purchase_channel"": ""Direct Online"", ""purchase_region"": ""South"", ""usage_duration_bucket"": ""1-6 Months"", ""ownership_stage"": ""Early Adopter"", ""disposition_1"": ""Battery Performance"", ""disposition_2"": ""Range Anxiety"", ""disposition_3"": ""Fast Charging"", ""disposition_4"": ""Software Update"", ""disposition_5"": ""Negative""}","2026-01-29 05:04:41.742633",NULL
"bb3ebde9-55a6-4784-8330-22d9799c1def","0c120cbc-1034-4c64-8fb7-dd4a75dfa5f9","AUTO-GEN-123","Review","EV","Two-Wheeler","Ather","450X","Gen 3","Space Grey","3.7 kWh","Performance Pack",2023,"1.5L-2.0L","Premium",True,"Direct Online","South","1-6 Months","Early Adopter","Battery Performance","Range Anxiety","Fast Charging","Software Update","Negative","{""item_id"": ""AUTO-GEN-123"", ""item_type"": ""Review"", ""product_category"": ""EV"", ""product_subcategory"": ""Two-Wheeler"", ""make_brand"": ""Ather"", ""model"": ""450X"", ""variant"": ""Gen 3"", ""color"": ""Space Grey"", ""size_capacity"": ""3.7 kWh"", ""configuration"": ""Performance Pack"", ""release_year"": 2023, ""price_band"": ""1.5L-2.0L"", ""market_segment"": ""Premium"", ""verified_purchase"": true, ""purchase_channel"": ""Direct Online"", ""purchase_region"": ""South"", ""usage_duration_bucket"": ""1-6 Months"", ""ownership_stage"": ""Early Adopter"", ""disposition_1"": ""Battery Performance"", ""disposition_2"": ""Range Anxiety"", ""disposition_3"": ""Fast Charging"", ""disposition_4"": ""Software Update"", ""disposition_5"": ""Negative""}","2026-01-29 05:04:41.924539",NULL
"8c7e3960-99dc-4972-bb6d-fcc7fde2a1ae","d9933762-8105-4fee-94c7-6af9c3f79ff2","AUTO-GEN-123","Review","EV","Two-Wheeler","Ather","450X","Gen 3","Space Grey","3.7 kWh","Performance Pack",2023,"1.5L-2.0L","Premium",True,"Direct Online","South","1-6 Months","Early Adopter","Battery Performance","Range Anxiety","Fast Charging","Software Update","Negative","{""item_id"": ""AUTO-GEN-123"", ""item_type"": ""Review"", ""product_category"": ""EV"", ""product_subcategory"": ""Two-Wheeler"", ""make_brand"": ""Ather"", ""model"": ""450X"", ""variant"": ""Gen 3"", ""color"": ""Space Grey"", ""size_capacity"": ""3.7 kWh"", ""configuration"": ""Performance Pack"", ""release_year"": 2023, ""price_band"": ""1.5L-2.0L"", ""market_segment"": ""Premium"", ""verified_purchase"": true, ""purchase_channel"": ""Direct Online"", ""purchase_region"": ""South"", ""usage_duration_bucket"": ""1-6 Months"", ""ownership_stage"": ""Early Adopter"", ""disposition_1"": ""Battery Performance"", ""disposition_2"": ""Range Anxiety"", ""disposition_3"": ""Fast Charging"", ""disposition_4"": ""Software Update"", ""disposition_5"": ""Negative""}","2026-01-29 05:04:42.115053",NULL
"1db637b3-63ef-4d69-95a0-b51230df4d77","738a351d-de97-4112-8040-1d2931b9c46e","AUTO-GEN-123","Review","EV","Two-Wheeler","Ather","450X","Gen 3","Space Grey","3.7 kWh","Performance Pack",2023,"1.5L-2.0L","Premium",True,"Direct Online","South","1-6 Months","Early Adopter","Battery Performance","Range Anxiety","Fast Charging","Software Update","Negative","{""item_id"": ""AUTO-GEN-123"", ""item_type"": ""Review"", ""product_category"": ""EV"", ""product_subcategory"": ""Two-Wheeler"", ""make_brand"": ""Ather"", ""model"": ""450X"", ""variant"": ""Gen 3"", ""color"": ""Space Grey"", ""size_capacity"": ""3.7 kWh"", ""configuration"": ""Performance Pack"", ""release_year"": 2023, ""price_band"": ""1.5L-2.0L"", ""market_segment"": ""Premium"", ""verified_purchase"": true, ""purchase_channel"": ""Direct Online"", ""purchase_region"": ""South"", ""usage_duration_bucket"": ""1-6 Months"", ""ownership_stage"": ""Early Adopter"", ""disposition_1"": ""Battery Performance"", ""disposition_2"": ""Range Anxiety"", ""disposition_3"": ""Fast Charging"", ""disposition_4"": ""Software Update"", ""disposition_5"": ""Negative""}","2026-01-29 05:04:42.365486",NULL
"042eb5c5-b5f2-491c-b1c8-25be0867e4ec","89ca352f-1a0a-468e-899c-025cf712f313","AUTO-GEN-123","Review","EV","Two-Wheeler","Ather","450X","Gen 3","Space Grey","3.7 kWh","Performance Pack",2023,"1.5L-2.0L","Premium",True,"Direct Online","South","1-6 Months","Early Adopter","Battery Performance","Range Anxiety","Fast Charging","Software Update","Negative","{""item_id"": ""AUTO-GEN-123"", ""item_type"": ""Review"", ""product_category"": ""EV"", ""product_subcategory"": ""Two-Wheeler"", ""make_brand"": ""Ather"", ""model"": ""450X"", ""variant"": ""Gen 3"", ""color"": ""Space Grey"", ""size_capacity"": ""3.7 kWh"", ""configuration"": ""Performance Pack"", ""release_year"": 2023, ""price_band"": ""1.5L-2.0L"", ""market_segment"": ""Premium"", ""verified_purchase"": true, ""purchase_channel"": ""Direct Online"", ""purchase_region"": ""South"", ""usage_duration_bucket"": ""1-6 Months"", ""ownership_stage"": ""Early Adopter"", ""disposition_1"": ""Battery Performance"", ""disposition_2"": ""Range Anxiety"", ""disposition_3"": ""Fast Charging"", ""disposition_4"": ""Software Update"", ""disposition_5"": ""Negative""}","2026-01-29 05:04:42.518525",NULL
"33fe28db-676d-4d38-bec6-9570c519a8c5","631c2a8c-3687-4794-8b70-922196e7d95d","AUTO-GEN-123","Review","EV","Two-Wheeler","Ather","450X","Gen 3","Space Grey","3.7 kWh","Performance Pack",2023,"1.5L-2.0L","Premium",True,"Direct Online","South","1-6 Months","Early Adopter","Battery Performance","Range Anxiety","Fast Charging","Software Update","Negative","{""item_id"": ""AUTO-GEN-123"", ""item_type"": ""Review"", ""product_category"": ""EV"", ""product_subcategory"": ""Two-Wheeler"", ""make_brand"": ""Ather"", ""model"": ""450X"", ""variant"": ""Gen 3"", ""color"": ""Space Grey"", ""size_capacity"": ""3.7 kWh"", ""configuration"": ""Performance Pack"", ""release_year"": 2023, ""price_band"": ""1.5L-2.0L"", ""market_segment"": ""Premium"", ""verified_purchase"": true, ""purchase_channel"": ""Direct Online"", ""purchase_region"": ""South"", ""usage_duration_bucket"": ""1-6 Months"", ""ownership_stage"": ""Early Adopter"", ""disposition_1"": ""Battery Performance"", ""disposition_2"": ""Range Anxiety"", ""disposition_3"": ""Fast Charging"", ""disposition_4"": ""Software Update"", ""disposition_5"": ""Negative""}","2026-01-29 05:04:42.669165",NULL
"454d777c-e899-4b75-bb11-a9bb2ea8653a","ecba6e9e-8983-4ade-8ec6-d6df8b2c3ea8","AUTO-GEN-123","Review","EV","Two-Wheeler","Ather","450X","Gen 3","Space Grey","3.7 kWh","Performance Pack",2023,"1.5L-2.0L","Premium",True,"Direct Online","South","1-6 Months","Early Adopter","Battery Performance","Range Anxiety","Fast Charging","Software Update","Negative","{""item_id"": ""AUTO-GEN-123"", ""item_type"": ""Review"", ""product_category"": ""EV"", ""product_subcategory"": ""Two-Wheeler"", ""make_brand"": ""Ather"", ""model"": ""450X"", ""variant"": ""Gen 3"", ""color"": ""Space Grey"", ""size_capacity"": ""3.7 kWh"", ""configuration"": ""Performance Pack"", ""release_year"": 2023, ""price_band"": ""1.5L-2.0L"", ""market_segment"": ""Premium"", ""verified_purchase"": true, ""purchase_channel"": ""Direct Online"", ""purchase_region"": ""South"", ""usage_duration_bucket"": ""1-6 Months"", ""ownership_stage"": ""Early Adopter"", ""disposition_1"": ""Battery Performance"", ""disposition_2"": ""Range Anxiety"", ""disposition_3"": ""Fast Charging"", ""disposition_4"": ""Software Update"", ""disposition_5"": ""Negative""}","2026-01-29 05:04:42.83722",NULL
"9748fc67-25c6-4d89-8d36-e8175b0d7afd","3ebac4b4-028a-469d-bda3-653f14056ef4","AUTO-GEN-123","Review","EV","Two-Wheeler","Ather","450X","Gen 3","Space Grey","3.7 kWh","Performance Pack",2023,"1.5L-2.0L","Premium",True,"Direct Online","South","1-6 Months","Early Adopter","Battery Performance","Range Anxiety","Fast Charging","Software Update","Negative","{""item_id"": ""AUTO-GEN-123"", ""item_type"": ""Review"", ""product_category"": ""EV"", ""product_subcategory"": ""Two-Wheeler"", ""make_brand"": ""Ather"", ""model"": ""450X"", ""variant"": ""Gen 3"", ""color"": ""Space Grey"", ""size_capacity"": ""3.7 kWh"", ""configuration"": ""Performance Pack"", ""release_year"": 2023, ""price_band"": ""1.5L-2.0L"", ""market_segment"": ""Premium"", ""verified_purchase"": true, ""purchase_channel"": ""Direct Online"", ""purchase_region"": ""South"", ""usage_duration_bucket"": ""1-6 Months"", ""ownership_stage"": ""Early Adopter"", ""disposition_1"": ""Battery Performance"", ""disposition_2"": ""Range Anxiety"", ""disposition_3"": ""Fast Charging"", ""disposition_4"": ""Software Update"", ""disposition_5"": ""Negative""}","2026-01-29 05:04:43.009165",NULL
"114c6116-ca0f-4efc-89d1-2eca7b8a47f8","f20c26cd-bed1-4085-aad2-d0db7e1aa90c","AUTO-GEN-123","Review","EV","Two-Wheeler","Ather","450X","Gen 3","Space Grey","3.7 kWh","Performance Pack",2023,"1.5L-2.0L","Premium",True,"Direct Online","South","1-6 Months","Early Adopter","Battery Performance","Range Anxiety","Fast Charging","Software Update","Negative","{""item_id"": ""AUTO-GEN-123"", ""item_type"": ""Review"", ""product_category"": ""EV"", ""product_subcategory"": ""Two-Wheeler"", ""make_brand"": ""Ather"", ""model"": ""450X"", ""variant"": ""Gen 3"", ""color"": ""Space Grey"", ""size_capacity"": ""3.7 kWh"", ""configuration"": ""Performance Pack"", ""release_year"": 2023, ""price_band"": ""1.5L-2.0L"", ""market_segment"": ""Premium"", ""verified_purchase"": true, ""purchase_channel"": ""Direct Online"", ""purchase_region"": ""South"", ""usage_duration_bucket"": ""1-6 Months"", ""ownership_stage"": ""Early Adopter"", ""disposition_1"": ""Battery Performance"", ""disposition_2"": ""Range Anxiety"", ""disposition_3"": ""Fast Charging"", ""disposition_4"": ""Software Update"", ""disposition_5"": ""Negative""}","2026-01-29 05:04:43.155133",NULL
"fd0b1fdd-6085-410a-af01-cfd2699d4175","43d3c396-729b-423c-bf12-b4a9abeea6df","AUTO-GEN-123","Review","EV","Two-Wheeler","Ather","450X","Gen 3","Space Grey","3.7 kWh","Performance Pack",2023,"1.5L-2.0L","Premium",True,"Direct Online","South","1-6 Months","Early Adopter","Battery Performance","Range Anxiety","Fast Charging","Software Update","Negative","{""item_id"": ""AUTO-GEN-123"", ""item_type"": ""Review"", ""product_category"": ""EV"", ""product_subcategory"": ""Two-Wheeler"", ""make_brand"": ""Ather"", ""model"": ""450X"", ""variant"": ""Gen 3"", ""color"": ""Space Grey"", ""size_capacity"": ""3.7 kWh"", ""configuration"": ""Performance Pack"", ""release_year"": 2023, ""price_band"": ""1.5L-2.0L"", ""market_segment"": ""Premium"", ""verified_purchase"": true, ""purchase_channel"": ""Direct Online"", ""purchase_region"": ""South"", ""usage_duration_bucket"": ""1-6 Months"", ""ownership_stage"": ""Early Adopter"", ""disposition_1"": ""Battery Performance"", ""disposition_2"": ""Range Anxiety"", ""disposition_3"": ""Fast Charging"", ""disposition_4"": ""Software Update"", ""disposition_5"": ""Negative""}","2026-01-29 05:04:43.308768",NULL
"b6f56375-9913-42d0-bdcf-1573163a07d9","a058dc3f-371a-447c-a93a-9f47b2ca013d","AUTO-GEN-123","Review","EV","Two-Wheeler","Ather","450X","Gen 3","Space Grey","3.7 kWh","Performance Pack",2023,"1.5L-2.0L","Premium",True,"Direct Online","South","1-6 Months","Early Adopter","Battery Performance","Range Anxiety","Fast Charging","Software Update","Negative","{""item_id"": ""AUTO-GEN-123"", ""item_type"": ""Review"", ""product_category"": ""EV"", ""product_subcategory"": ""Two-Wheeler"", ""make_brand"": ""Ather"", ""model"": ""450X"", ""variant"": ""Gen 3"", ""color"": ""Space Grey"", ""size_capacity"": ""3.7 kWh"", ""configuration"": ""Performance Pack"", ""release_year"": 2023, ""price_band"": ""1.5L-2.0L"", ""market_segment"": ""Premium"", ""verified_purchase"": true, ""purchase_channel"": ""Direct Online"", ""purchase_region"": ""South"", ""usage_duration_bucket"": ""1-6 Months"", ""ownership_stage"": ""Early Adopter"", ""disposition_1"": ""Battery Performance"", ""disposition_2"": ""Range Anxiety"", ""disposition_3"": ""Fast Charging"", ""disposition_4"": ""Software Update"", ""disposition_5"": ""Negative""}","2026-01-29 05:04:43.456684",NULL
