source,date,username,content,url,engagement,sentiment,category1,category2,category3,pos_count,neg_count,score
youtube,2024-09-29T03:09:09Z,@aruntank,"भाइयों मैंने 15 दिन पहले ही ऐथर रिजटा एस मॉडल परचेस किया है।
कंपनी इस गाड़ी का एवरेज 123 किमी कह रही है लेकिन यह सरासर झूठ है। यह गाड़ी ईको मोड़ पर सिर्फ 100 किलोमीटर और जिप मोड पर सिर्फ 75 किलोमीटर ही चलती है जो की काफी कम है, इसके उपरांत ईको मोड़ पर यह गाड़ी चलने में बहुत दबती है। 30-35 की स्पीड से ऊपर जाती नहीं है. और इसकी सबसे बड़ी कमी यह गाड़ी फुल बैटरी चार्ज होने में 7 से 8 घंटे लेती है जोकि बड़ा पकाऊ है।
गाड़ी लुकिंग में अच्छी है ।",https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-09-28T16:36:55Z,@RojiKp,Whatever guarantee they are giving get it by writing only otherwise you struggle,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-09-28T16:35:41Z,@RojiKp,You will realise time of service I feel,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-09-24T11:49:13Z,@nitishjoshi_,Ather can hire the host as their next product ambassador if it is a retro style scooter,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-09-23T16:55:32Z,@virajdesai1919,Everything looks fine except the noise when we accelerate 😅,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-09-23T05:21:47Z,@gopkrish95,is your rizta havind daily discharge ? am facing 2km discharge every day.. even i charge 100% previous night.. mrng it is in 123km... even in shutdown.. when i come back and take the bike immediatly after half a km.. there is 2 km discharge... if i take bike after 3 days.. 6 km range loss it there... is it common ?,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Product,Battery & Range,range,0,0,0
youtube,2024-09-22T04:19:59Z,@YUGANTPARIHAR-c2m,Don’t buy Rizta…,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-09-21T20:35:09Z,@hydnaddy,"Thank you for the detailed review bro. I'm perplexed to buy Ather because paying for pro is something I'm not convinced it's like we bought high-end mobile phone by paying hefty amount and to enjoy basic features like Bluetooth, Wifi, Music Control we need to pay extra in the form of pro pack. After spending hours of research I think the validity of pro pack is 3 years and then not sure how much is the subscription charges afterwards. Kindly advise on the pro pack validity and charges afterwards. Please?",https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Product,Battery & Range,charge,0,0,0
youtube,2024-09-19T06:37:20Z,@nagadeepmu,"Waiting time after Booking is more than 60 days 😢, very expensive vehicle, I don't suggest any one to book this",https://www.youtube.com/watch?v=hIbrynqcwQ8,0,negative,Value & Price,Price,expensive,0,1,-1
youtube,2024-09-11T04:39:04Z,@SumitPatilharshu,Don't purchase any ather product parts are not available in showroom,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-09-10T07:45:16Z,@mohdard,Guyz.. Guyzzz... this is Ather Rizta review.. not the presenter🤣🤣,https://www.youtube.com/watch?v=hIbrynqcwQ8,1,neutral,Other,Other,,0,0,0
youtube,2024-09-10T05:13:56Z,@sonubhojwani3322,Range bahut kam h gadi achi h bt company 125 bolti h chalti 90 hi h,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Product,Battery & Range,range,0,0,0
youtube,2024-09-05T04:19:27Z,@YUGANTPARIHAR-c2m,Mera ather rizta 10 din mai hi khrab ho gaya😢 or service centre n usko or khrab kr diya,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-09-03T22:11:23Z,@lavnathsingh6919,"50k technology selling for 1.50lakhs price .., waw",https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Value & Price,Price,price,0,0,0
youtube,2024-08-29T23:51:13Z,@jibananandadas3775,Nice front desing,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-08-26T08:36:06Z,@virajdoshi,Color looks very dirty,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-08-18T12:57:43Z,@syedbasha-k7c,nice bike,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-08-09T17:02:58Z,@shanvideoskL10,But it's changing point ka lock tap poor quality,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,negative,Product,Build Quality,quality,0,1,-1
youtube,2024-07-31T12:58:08Z,@akshaypachpute1985,"I had the same question as the video caption, it wasn’t answered anywhere in the video, there was no comparison between price difference and will it really make a difference to buy hugely overpriced electric scooter than conventional Honda Activa",https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Value & Price,Price,price,0,0,0
youtube,2024-07-17T15:37:26Z,@prathamesh1320,Bro why r u speaking in english 😅😅😅,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-07-11T13:37:36Z,@bharathirajkumar,I will buy if it has ABS,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-07-04T19:05:07Z,@AmanSingh-l2q7g,Activa Honda,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-07-04T19:04:24Z,@AmanSingh-l2q7g,can you speak in Hindi Hindi nahin aati hai kya,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-07-02T17:26:43Z,@alexbthomas,Those vampire scars on the presenter's hands are scary 😥,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-06-26T12:43:04Z,@karan9927,What’s the range?!,https://www.youtube.com/watch?v=hIbrynqcwQ8,1,neutral,Product,Battery & Range,range,0,0,0
youtube,2024-06-23T20:24:52Z,@abusadabusad5445,👎👎👎,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-06-18T05:14:13Z,@acntforyt9803,"Misleading YouTubers, this is 20k expensive, 1.72L, because even safety features and some fundamentals like TC, Regen, Smart Eco all are locked in pro pack. Such a anti consumer policies.",https://www.youtube.com/watch?v=hIbrynqcwQ8,8,negative,Value & Price,Price,expensive,0,1,-1
youtube,2024-06-09T05:18:27Z,@Prasannakumar-tr7sp,"I have come here to see scooter review but came to know that because one comment , all others comments have diverted to anchor's review like his face, side lock etc etc😂😂😂",https://www.youtube.com/watch?v=hIbrynqcwQ8,2,neutral,Other,Other,,0,0,0
youtube,2024-06-09T05:12:46Z,@Prasannakumar-tr7sp,"More than scooter review , here anchor review is happening in comments section 😂😂😂😂😂",https://www.youtube.com/watch?v=hIbrynqcwQ8,2,neutral,Software,Connectivity,app,0,0,0
youtube,2024-06-08T12:26:36Z,@Arpitgoodlife,Chinese scooter looks he,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-06-06T17:44:02Z,@andreajesuspirlo,I heard those sideburns has its own Mercedes. 🙀,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-06-05T16:30:26Z,@gandhi_bot,Yeh Rizzta kya kehlata hai,https://www.youtube.com/watch?v=hIbrynqcwQ8,3,neutral,Other,Other,,0,0,0
youtube,2024-06-03T07:36:42Z,@BhanuPrakash-uq9js,He looks like Sanjay gandhi😊,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-06-03T06:22:05Z,@syednizamuddin369,Carbon Copy of TVS IQUBE ...,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-06-03T02:18:22Z,@freddienaga398,Looks good and an option for daily city comute🎉,https://www.youtube.com/watch?v=hIbrynqcwQ8,2,positive,Other,Other,,1,0,1
youtube,2024-06-02T23:56:37Z,@hardyk2010,Autocar pe sab bawa log bhare hai !,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-06-01T05:40:43Z,@ericrasputin,"Bro thinks he's writing an article for a newspaper 😭. I've never seen someone use ""brouhaha"" IRL 😂",https://www.youtube.com/watch?v=hIbrynqcwQ8,2,neutral,Other,Other,,0,0,0
youtube,2024-05-31T15:06:32Z,@mukulmustikar,DABBA . Bacche bhi accha design karenge,https://www.youtube.com/watch?v=hIbrynqcwQ8,1,neutral,Other,Other,,0,0,0
youtube,2024-05-31T12:59:20Z,@agentnoobz5588,"iqube has really messed up i personally own an iqube and using it for past 1year,Like most EV scooters the iqube comes with an app that has various features like geofencing,live location,etc. But recently iqube has stopped giving this features and have restored to paywalling this features which is unprecedented considering iqube is the only company doing this(Hope this is not a new normal) I now have to pay 990rs per annum to access this features what SUCKS the MOST is that i cant even see charging status or range on the app so basically the iqube without paying for the app is like any other scooter with no tech integration and i have to manually check the charging status by turning on the vehicle.
This comes at a time when rista with its superior ather software is giving a competition in the market. Mind you that unlike ola and ather which have an e sim and can show live maps,Iqube has no such feature and needs to be connected to bluetooth only to give basic turn directions and not a view of the map.
I would not recommend iqube when there is a better option like rista",https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Product,Battery & Range,range,0,0,0
youtube,2024-05-31T11:38:57Z,@AdvicesAcademyNetwork,"Basic S model doesn't include disturbing things like WhatsApp, Call Notifications and its a good thing.",https://www.youtube.com/watch?v=hIbrynqcwQ8,20,positive,Software,Connectivity,app,1,0,1
youtube,2024-05-31T06:00:45Z,@Ashmitkhan,bro is wearing a helmet worth more than the entire bike 🤭🤭🤭🤭🤭🤭,https://www.youtube.com/watch?v=hIbrynqcwQ8,3,neutral,Other,Other,,0,0,0
youtube,2024-05-30T10:50:04Z,@ratul1711,The electric auto is better than Rizta and 450 series...,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-30T01:11:21Z,@user-xc4nu9lh6t,Nothing can touch activa after 20years. Give some respect to activa,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Software,UI,touch,0,0,0
youtube,2024-05-29T17:42:34Z,@KKVinayKumar,Yeh Rizta Kya Kehlata Hai.,https://www.youtube.com/watch?v=hIbrynqcwQ8,1,neutral,Other,Other,,0,0,0
youtube,2024-05-29T15:54:03Z,@rohitnate1,What's the tilt angle of Rizta compared to 450?,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-29T02:47:24Z,@rsingh1252,Presenter looks awesome,https://www.youtube.com/watch?v=hIbrynqcwQ8,2,positive,Other,Other,,1,0,1
youtube,2024-05-28T06:40:48Z,@mahalaxmiimpex2018,"NEED REVIEW ON SCOOTER, NOT FOR COMPLEXED LANGUAGE",https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-28T05:52:30Z,@khurshidali340,Somehow I don't like the design of the scooter 🛵,https://www.youtube.com/watch?v=hIbrynqcwQ8,2,neutral,Other,Other,,0,0,0
youtube,2024-05-27T15:54:28Z,@karthikeyann2543,Please review Bguass C12i EX & Max,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-27T08:45:17Z,@venumadhava9514,1:48 Tandem word quite famous now😂 thanks Apple!!,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Software,Connectivity,app,0,0,0
youtube,2024-05-27T07:11:29Z,@autocarindia1,"To know more about the Ather Rizta, click here - https://www.autocarindia.com/bikes/ather/rizta",https://www.youtube.com/watch?v=hIbrynqcwQ8,1,neutral,Other,Other,,0,0,0
youtube,2024-05-27T05:40:16Z,@silent_assassin_007,"Looks completely different from TVS iQube! 
Good Job Ather!",https://www.youtube.com/watch?v=hIbrynqcwQ8,0,positive,Other,Other,,1,0,1
youtube,2024-05-26T15:52:55Z,@amu20000,Kakus,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-26T14:00:30Z,@shrirangpatil007,"A boring person to review a boring scooter! No excitement, not enough expressive and certainly not good enough to be a reviewer for Autocar India. Find someone better, even I can review it better than this person given a chance! Could not even go through a complete video, feels extremely tiresome to watch this person even for 5 minutes.",https://www.youtube.com/watch?v=hIbrynqcwQ8,1,positive,Other,Other,,1,0,1
youtube,2024-05-26T13:48:49Z,@LuvvSURYA,"After reading all the comments, I am confused whether the video was about the scooter or the anchor?",https://www.youtube.com/watch?v=hIbrynqcwQ8,18,neutral,Other,Other,,0,0,0
youtube,2024-05-26T05:38:31Z,@mjerh,Digging the retro sexual look! Amazing,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,positive,Other,Other,,1,0,1
youtube,2024-05-25T17:23:55Z,@hruaitearalte,"no sign of River coming to Aizawl, so this feels like a good choice for family oriented e-scooter here. Let's see how it fares against the iQube",https://www.youtube.com/watch?v=hIbrynqcwQ8,0,positive,Other,Other,,1,0,1
youtube,2024-05-25T12:13:34Z,@joel5220,After reading the comments it feels like this video was more of an anchor review than a scooter review😂,https://www.youtube.com/watch?v=hIbrynqcwQ8,136,neutral,Other,Other,,0,0,0
youtube,2024-05-25T10:30:54Z,@soumyadeepmondal6130,1.8 lakhs scooty with no touchscreen??,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Software,UI,screen,0,0,0
youtube,2024-05-25T06:25:54Z,@RabbilChoudhary,Good presentation and a really nice offering from ather! Although i wish it looked a bit more different. Looks too similar to iqube.,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,positive,Other,Other,,1,0,1
youtube,2024-05-25T04:55:17Z,@Griffinatus,A small front basket like jupiter/access would have made this more complete.,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-25T03:39:22Z,@mazran01,why cant ather make good looking scooters?,https://www.youtube.com/watch?v=hIbrynqcwQ8,2,positive,Other,Other,,1,0,1
youtube,2024-05-25T03:25:32Z,@ramakotaiahk7075,It's another Chetak of 90s in India. It's very practical and suttle is composed family scooter. Well done Ather,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-24T20:17:26Z,@ArunSinghDhaliwal,You can’t beat Activa with such Toyish & clingy things,https://www.youtube.com/watch?v=hIbrynqcwQ8,1,neutral,Other,Other,,0,0,0
youtube,2024-05-24T19:20:27Z,@sunandep4103,Ather never cant get the rear design right in my eyes,https://www.youtube.com/watch?v=hIbrynqcwQ8,2,neutral,Other,Other,,0,0,0
youtube,2024-05-24T16:35:27Z,@maanooj,Comparison video with river inde,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-24T15:30:12Z,@RoodeMenon,It sounds like vehicles from old Star Wars movies.,https://www.youtube.com/watch?v=hIbrynqcwQ8,1,neutral,Other,Other,,0,0,0
youtube,2024-05-24T15:22:29Z,@ashusharma3438,EV = 💩,https://www.youtube.com/watch?v=hIbrynqcwQ8,1,neutral,Other,Other,,0,0,0
youtube,2024-05-24T14:56:25Z,@Maniacguy2777,Why is no one mentioning the battery maintenance and replacement cost?,https://www.youtube.com/watch?v=hIbrynqcwQ8,8,neutral,Product,Battery & Range,battery,0,0,0
youtube,2024-05-24T11:58:33Z,@autoaddict688,Felt like i was attending an english language class for my PhD course. 🤣😂🤣😂🤣😂,https://www.youtube.com/watch?v=hIbrynqcwQ8,17,neutral,Other,Other,,0,0,0
youtube,2024-05-24T11:55:19Z,@ishangupta7731,"Why everyone is justifying this scooter given its pricing. This scooter had non touch low resolution screen then ather 450x. The features they advertise will 20k extra. 

They are saying that touch screen is removed because old people wouldn't use it. But the fact is the scooter will be use by everyone in family.

Toh mai apne alag ather 45x lu chalane ko and apne father ke liye alag se ather rizta",https://www.youtube.com/watch?v=hIbrynqcwQ8,1,neutral,Software,UI,screen,0,0,0
youtube,2024-05-24T10:43:21Z,@rahulmshettar9222,"Bro, You are reviewing a family vehicle on a motor cycle helmets. 😅",https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Product,Performance & Power,motor,0,0,0
youtube,2024-05-24T10:38:42Z,@ashwinab83,his dress style looks like a splitting image of Jeffrey drahmer from the Netflix series😂,https://www.youtube.com/watch?v=hIbrynqcwQ8,45,neutral,Other,Other,,0,0,0
youtube,2024-05-24T10:03:51Z,@uditnarayan9489,"Man, you've had quite a good number of accidents riding motorcycles. 
By the looks of both the arms they werent a minor slide, they seem to be bone breaking.
Hope things are fine now",https://www.youtube.com/watch?v=hIbrynqcwQ8,7,positive,Product,Performance & Power,motor,1,0,1
youtube,2024-05-24T09:49:29Z,@bruceparker3139,"The presenter looks like 90s Italian mafia😂😂, I am not complaining",https://www.youtube.com/watch?v=hIbrynqcwQ8,440,neutral,Other,Other,,0,0,0
youtube,2024-05-24T08:06:33Z,@rajshekar1544,Topend millage please,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-24T08:04:59Z,@Rvj.12,This host looks like from 70’s. Just add a filter over video and it will become from 70’s,https://www.youtube.com/watch?v=hIbrynqcwQ8,57,neutral,Other,Other,,0,0,0
youtube,2024-05-24T07:46:10Z,@KRRISHNA3,Cool - I agree man ur a tall guy,https://www.youtube.com/watch?v=hIbrynqcwQ8,2,neutral,Other,Other,,0,0,0
youtube,2024-05-24T07:30:25Z,@AK57bro,Its Mumbai not Bombay,https://www.youtube.com/watch?v=hIbrynqcwQ8,1,neutral,Other,Other,,0,0,0
youtube,2024-05-24T07:21:41Z,@YogDeep,Tell your anchor to pronounce correct name of cities. It’s Mumbai and Bengaluru,https://www.youtube.com/watch?v=hIbrynqcwQ8,20,neutral,Other,Other,,0,0,0
youtube,2024-05-24T07:09:48Z,@merimaacinema,Inculcating young talent is fine - but this fresher's review does not seem as comprehensive as those from the seniors.,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-24T07:09:10Z,@imranimmi44,Hi Newton,https://www.youtube.com/watch?v=hIbrynqcwQ8,1,neutral,Other,Other,,0,0,0
youtube,2024-05-24T06:57:40Z,@gurushishya5,Anyone appreciate the gentleman's sidelocks? Legendary!,https://www.youtube.com/watch?v=hIbrynqcwQ8,83,neutral,Software,Connectivity,app,0,0,0
youtube,2024-05-24T06:57:38Z,@aravindbnr,"The Iqube looks more like a traditional scooter , this looks quirky . 
Honestly most people keep their leg down while they make a full turn , so it wont lockup with your leg.",https://www.youtube.com/watch?v=hIbrynqcwQ8,3,neutral,Other,Other,,0,0,0
youtube,2024-05-24T06:53:49Z,@nikex12,Exhaust note 💀 ?,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-24T06:41:01Z,@madhusudanpunnakkalappu5253,Design front end is copied from iQube and the rear is useless.,https://www.youtube.com/watch?v=hIbrynqcwQ8,2,neutral,Other,Other,,0,0,0
youtube,2024-05-24T06:31:20Z,@ducatimultistradav4850,"Surely my father would like this.. This might sound weird, but practicality is the first aspect before anything for us before buying a scooter, that's why we are sticking with our 6 year old Activa.. This one is just right, the space for 2 people, the flat and long floorboard, the under seat storage and performance seems to be at par ❤",https://www.youtube.com/watch?v=hIbrynqcwQ8,26,neutral,Other,Other,,0,0,0
youtube,2024-05-24T06:19:59Z,@sameerraj5800,You should start uploading videos in 4k.,https://www.youtube.com/watch?v=hIbrynqcwQ8,37,neutral,Other,Other,,0,0,0
youtube,2024-05-24T06:17:27Z,@nemesiszz,"Family scooter doesn't mean it should look this bland , iqube also is simple but still looks good
Poorly designed.",https://www.youtube.com/watch?v=hIbrynqcwQ8,2,neutral,Other,Other,,1,1,0
youtube,2024-05-24T06:11:58Z,@mkroriginals,Family scooter that seats 2,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-24T06:05:29Z,@handullradaai,1:55 rear tyre size is 100/80-12,https://www.youtube.com/watch?v=hIbrynqcwQ8,1,neutral,Other,Other,,0,0,0
youtube,2024-05-24T05:50:57Z,@gamelover11869,"if anyone wants to buy ather, be careful about their service, too damn expensive, owner of ather 450x gen 3.",https://www.youtube.com/watch?v=hIbrynqcwQ8,2,negative,Value & Price,Price,expensive,0,1,-1
youtube,2024-05-24T05:50:36Z,@Rastheraja,"Ola s1 pro gen 1 features that is not present in next gen Rizta
1. Top speed 120
2. Real life battery range 115kms
3. Reverse twist Regen braking with multiple mode selection
4. Multiple themes selection on dash screen
5. Largest free fast charging stations 
6. Ride sound selection
7. Speakers with music control
8. Solid app control features with useful ride log and rider behaviour stats
9. Funky looks, Rizta is for uncles 
10. Cheaper price!",https://www.youtube.com/watch?v=hIbrynqcwQ8,2,positive,Product,Battery & Range,battery,1,0,1
youtube,2024-05-24T05:41:45Z,@ujwalcs,"It is good, however I am not buying it",https://www.youtube.com/watch?v=hIbrynqcwQ8,2,positive,Other,Other,,1,0,1
